,datetime,lat,lon,incident,region
264,2024-04-07T14:00:00.000Z,51.41753071794463,-116.21642335272622,0,Central Rockies
265,2024-04-07T13:00:00.199Z,52.1880242918395,-117.21333303897421,0,Central Rockies
266,2024-04-07T07:00:00.000Z,55.135271134295465,-127.22398279097466,0,Northwest Coast
267,2024-04-07T07:00:00.000Z,50.3503835265644,-122.49598590158666,0,Southwest Coast
268,2024-04-07T07:00:00.000Z,49.358631340393856,-119.90992389639803,0,Southwest Coast
269,2024-04-07T06:00:00.000Z,51.24273367651543,-116.12916498653061,0,Central Rockies
270,2024-04-07T04:00:00.000Z,50.08986,-122.84441,0,Southwest Coast
271,2024-04-07T04:00:00.000Z,59.62382,-135.0152,0,Yukon
272,2024-04-07T02:55:06.000Z,49.28874912965219,-117.48756226065146,0,Selkirks
273,2024-04-06T21:36:00.000Z,51.2611759582779,-116.14721309504884,0,Central Rockies
274,2024-04-06T21:00:00.000Z,49.41213,-123.19415,0,Southwest Coast
275,2024-04-06T20:00:00.193Z,49.33659847560716,-114.45785072717254,0,South Rockies
276,2024-04-06T20:00:00.000Z,52.18028793287806,-117.23017474566618,0,Central Rockies
277,2024-04-06T20:00:00.000Z,51.226785038730725,-116.10493792551372,0,Central Rockies
278,2024-04-06T19:01:05.000Z,50.85380564468045,-115.3129899567542,0,Central Rockies
279,2024-04-06T19:00:00.000Z,51.20593729676813,-117.44885501809304,0,Selkirks
280,2024-04-06T19:00:00.000Z,50.40237,-122.25987,0,Southwest Coast
281,2024-04-06T19:00:00.000Z,49.36997,-119.91452,0,Southwest Coast
282,2024-04-06T19:00:00.000Z,50.40539099823516,-122.2584994005968,0,Southwest Coast
283,2024-04-06T18:30:00.000Z,51.4038156980333,-116.24120636951986,0,Central Rockies
284,2024-04-06T18:00:00.000Z,51.2975,-117.10583,0,Purcells
285,2024-04-06T17:00:00.000Z,51.392875580640634,-116.23814975600047,0,Central Rockies
286,2024-04-06T17:00:00.000Z,49.61256343382425,-121.09795051109865,0,Southwest Coast
287,2024-04-06T16:00:00.000Z,49.39748437308816,-119.88000845201097,0,Southwest Coast
288,2024-04-06T15:00:00.000Z,49.015515630091386,-114.06140760989435,0,South Rockies
289,2024-04-06T15:00:00.000Z,51.70545,-116.51001,0,Central Rockies
